400 0 22 71 21 125
500 0 22 71 21 124
630 0 22 71 21 122
800 NaN 22 71 21 118
1000 0 22 71 21 118
1250 0 22 71 21 117
1600 0 22 71 21 114
2000 0 22 71 21 114
31 0 22 55 22 119
40 0 22 55 22 121
50 0 22 55 22 123
63 0 22 55 22 126
80 0 22 55 22 127
100 0 22 55 22 128
125 0 22 55 22 127
160 0 22 55 22 126
200 0 22 55 22 126
250 0 22 55 22 126
315 0 22 55 22 125
400 0 22 55 22 123
500 NaN 22 55 22 122
630 0 22 55 22 118
31 0 22 39 25 121
40 0 22 39 25 123
50 0 22 39 25 126
63 0 22 39 25 128
80 NaN 22 39 25 130
100 0 22 39 25 130
125 0 22 39 25 129
160 0 22 39 25 127
200 0 22 39 25 125
250 0 22 39 25 125
315 NaN 22 39 25 124
400 0 22 39 25 123
500 0 22 39 25 122
630 0 22 39 25 117
31 0 22 31 27 120
40 0 22 31 27 123
50 0 22 31 27 126
63 0 22 31 27 129
80 0 22 31 27 130
100 0 22 31 27 130
125 0 22 31 27 128
160 0 22 31 27 125
200 0 22 31 27 123
250 0 22 31 27 123
315 0 22 31 27 123
400 0 22 31 27 122
500 0 22 31 27 120
630 NaN 22 31 27 116
40 20 22 71 29 125
50 20 22 71 29 126
63 20 22 71 29 127
80 NaN 22 71 29 128
100 NaN 22 71 29 128
125 20 22 71 29 128
160 20 22 71 29 127
